Abbreviation,TeamName,GridPosition,Position,Status,Points,Laps,quali_position,quali_time_s,gap_to_pole_s,gap_to_pole_pct,q3_appearance,quali_sector1_gap,quali_sector2_gap,quali_sector3_gap,best_compound_used,fp2_avg_long_run_pace,fp2_tyre_deg_rate,air_temp,track_temp,humidity,wind_speed,is_wet_race,is_sprint_weekend,quali_position_delta,podium_finish,season,race_round,reg_era,driver_elo_pre,driver_elo_post,teammate_elo_pre,elo_vs_teammate_diff,EventName,circuit_type,dnf_type,is_driver_dnf,is_mech_dnf,is_dnf,driver_avg_finish_roll5,driver_avg_points_roll5,driver_error_dnf_rate_roll5,driver_avg_quali_roll5,driver_avg_quali_gap_roll5,team_avg_points_roll5,team_mech_dnf_rate_roll5,team_avg_quali_roll5
OCO,Alpine,20.0,20.0,Retired,0.0,0.0,20.0,82.714,2.1940000000000026,2.7247888723298592,0,0.939,0.7439999999999998,0.5999999999999979,SOFT,,,18.926490066225167,22.77350993377484,57.25165562913907,1.6576158940397352,0,1,0.0,0,2024,23,2022_2025,1530.2336224659964,1513.3141375410717,1510.245237392734,19.988385073262407,Qatar Grand Prix,Balanced,mechanical,0,1,1,12.6,3.6,0.0,12.4,1.4459311992134745,6.8,0.1,11.3
NOR,McLaren,1.0,1.0,Finished,25.0,58.0,1.0,82.595,0.0,0.0,1,0.0,0.0579999999999998,0.0,SOFT,89.68471428571429,-0.0654642857142889,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,1,2024,24,2022_2025,1659.47354736041,1668.735175908898,1503.444748233709,156.02879912670096,Abu Dhabi Grand Prix,Balanced,none,0,0,0,5.6,9.8,0.0,2.8,0.2960764401601672,17.6,0.0,5.6
SAI,Ferrari,3.0,2.0,Finished,18.0,58.0,3.0,82.824,0.2289999999999992,0.2772564925237595,1,0.022000000000002,0.0689999999999955,0.1959999999999979,SOFT,96.0108,2.7485212121212106,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,1,2024,24,2022_2025,1506.072801074575,1527.3162570214586,1624.2937651699428,-118.22096409536789,Abu Dhabi Grand Prix,Balanced,none,0,0,0,5.6,13.2,0.0,5.4,1.6593934533629717,29.4,0.1,5.0
LEC,Ferrari,19.0,3.0,Finished,15.0,58.0,14.0,83.833,1.2379999999999995,1.4988800774865303,0,0.0160000000000017,0.2459999999999951,0.1810000000000009,SOFT,95.23454545454544,2.1963909090909137,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,-5.0,1,2024,24,2022_2025,1624.2937651699428,1603.0503092230592,1506.072801074575,118.22096409536789,Abu Dhabi Grand Prix,Balanced,none,0,0,0,3.0,16.2,0.0,4.6,0.6258971807367457,29.4,0.1,5.0
HAM,Mercedes,16.0,4.0,Finished,12.0,58.0,18.0,83.887,1.2920000000000016,1.5642593377323104,0,0.1900000000000012,0.5139999999999958,0.6460000000000008,SOFT,95.7812222222222,3.544966666666659,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,2.0,0,2024,24,2022_2025,1564.743183219868,1576.829206937767,1693.8447032399201,-129.10152002005225,Abu Dhabi Grand Prix,Balanced,none,0,0,0,9.6,6.2,0.0,11.4,5.981796476435472,19.6,0.1,7.3
RUS,Mercedes,6.0,5.0,Finished,10.0,58.0,7.0,83.132,0.5370000000000061,0.6501604213330179,1,0.1300000000000025,0.286999999999999,0.1780000000000008,SOFT,89.9795,-0.0286190476190541,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,1.0,0,2024,24,2022_2025,1693.8447032399201,1681.758679522021,1564.743183219868,129.10152002005225,Abu Dhabi Grand Prix,Balanced,none,0,0,0,4.0,13.4,0.0,3.2,0.3026165999936443,19.6,0.1,7.3
VER,Red Bull Racing,4.0,6.0,Finished,8.0,58.0,5.0,82.945,0.3499999999999943,0.4237544645559589,1,0.064,0.0119999999999933,0.3320000000000007,SOFT,94.87733333333334,1.8240489510489528,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,1.0,0,2024,24,2022_2025,1857.5823943472515,1859.84823569281,1410.3719314902764,447.210462856975,Abu Dhabi Grand Prix,Balanced,none,0,0,0,3.2,16.8,0.0,4.4,1.217985732320694,18.2,0.1,8.8
GAS,Alpine,5.0,7.0,Finished,6.0,58.0,6.0,82.984,0.3889999999999958,0.4709728191779112,1,0.1230000000000011,0.1529999999999987,0.1709999999999993,SOFT,94.5604,2.3219757575757574,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,1.0,0,2024,24,2022_2025,1527.1647223176587,1541.916283534526,1500.0,27.164722317658743,Abu Dhabi Grand Prix,Balanced,none,0,0,0,10.0,5.2,0.0,8.8,2.191067198331713,8.8,0.2,11.1
HUL,Haas F1 Team,7.0,8.0,Finished,4.0,58.0,4.0,82.886,0.2909999999999968,0.352321569102242,1,0.1480000000000032,0.0,0.2010000000000005,SOFT,94.269,3.359116666666664,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,-3.0,0,2024,24,2022_2025,1494.3067502516822,1506.2987007290703,1405.3807793303954,88.92597092128676,Abu Dhabi Grand Prix,Balanced,none,0,0,0,12.2,2.0,0.2,13.6,3.2471709483885896,3.6,0.1,12.3
ALO,Aston Martin,8.0,9.0,Finished,2.0,58.0,8.0,83.196,0.6009999999999991,0.7276469519946718,1,0.0520000000000031,0.2879999999999967,0.318999999999999,SOFT,90.25742857142858,0.1613928571428555,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1571.038630794717,1577.936130021126,1346.6284993185418,224.41013147617514,Abu Dhabi Grand Prix,Balanced,none,0,0,0,12.6,1.2,0.0,11.0,2.4782230687410447,1.2,0.3,12.8
PIA,McLaren,2.0,10.0,Finished,1.0,58.0,2.0,82.804,0.2090000000000031,0.2530419516919949,1,0.0690000000000026,0.134999999999998,0.0629999999999988,SOFT,108.311,-0.8866785714285665,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1503.444748233709,1494.183119685221,1659.47354736041,-156.02879912670096,Abu Dhabi Grand Prix,Balanced,none,0,0,0,6.2,7.8,0.0,8.4,1.1092198094013546,17.6,0.0,5.6
ALB,Williams,18.0,11.0,Lapped,0.0,57.0,16.0,83.821,1.225999999999999,1.484351352987468,0,0.1710000000000029,0.4069999999999965,0.7059999999999995,SOFT,97.6795,6.667799999999996,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,-2.0,0,2024,24,2022_2025,1653.6825012776378,1665.4318016985424,1559.1112923252676,94.57120895237017,Abu Dhabi Grand Prix,Balanced,none,0,0,0,17.4,0.0,0.0,13.2,1.8899742923626448,0.2,0.5,15.0
TSU,RB,11.0,12.0,Lapped,0.0,57.0,11.0,83.419,0.8239999999999981,0.9976390822689002,0,0.1640000000000014,0.3149999999999977,0.4029999999999987,SOFT,112.917625,0.7644880952380915,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1513.9254478500036,1528.0560557748324,1473.145875265584,40.77957258441961,Abu Dhabi Grand Prix,Balanced,none,0,0,0,12.6,1.6,0.0,9.2,1.2016429938591726,2.4,0.1,11.0
ZHO,Kick Sauber,15.0,13.0,Lapped,0.0,57.0,17.0,83.88,1.2849999999999966,1.5557842484411848,0,0.3240000000000016,0.4959999999999951,0.5229999999999997,SOFT,93.08033333333331,1.5233666666666603,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,2.0,0,2024,24,2022_2025,1397.607735244029,1408.4769651080965,1497.3050106065396,-99.69727536251048,Abu Dhabi Grand Prix,Balanced,none,0,0,0,14.0,0.8,0.0,17.0,3.6104522345251757,0.8,0.0,16.1
STR,Aston Martin,13.0,14.0,Lapped,0.0,57.0,13.0,83.784,1.1890000000000072,1.4395544524487045,0,0.1360000000000027,0.2449999999999974,0.8109999999999999,SOFT,94.5514,2.1660363636363664,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1346.6284993185418,1339.7310000921327,1571.038630794717,-224.41013147617514,Abu Dhabi Grand Prix,Balanced,none,0,0,0,15.6,0.0,0.0,14.6,2.1829691680065126,1.2,0.3,12.8
DOO,Alpine,17.0,15.0,Lapped,0.0,57.0,20.0,84.105,1.5100000000000051,1.8281978327986017,0,0.3390000000000022,0.5399999999999991,0.6890000000000001,SOFT,90.70366666666666,-0.1866285714285726,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,3.0,0,2024,24,2022_2025,1500.0,1485.2484387831328,1527.1647223176587,-27.164722317658743,Abu Dhabi Grand Prix,Balanced,none,0,0,0,12.0,2.0,0.05,12.0,3.0,8.8,0.2,11.1
MAG,Haas F1 Team,14.0,16.0,Lapped,0.0,57.0,15.0,83.877,1.2819999999999965,1.5521520673164193,0,0.2760000000000033,0.2489999999999952,0.5700000000000003,SOFT,93.3581,1.5916424242424267,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,1.0,0,2024,24,2022_2025,1405.3807793303954,1393.3888288530072,1494.3067502516822,-88.92597092128676,Abu Dhabi Grand Prix,Balanced,none,0,0,0,11.6,1.6,0.0,10.4,1.2056885291223467,3.6,0.1,12.3
LAW,RB,12.0,17.0,Retired,0.0,55.0,12.0,83.472,0.8769999999999953,1.061807615473086,0,0.1750000000000007,0.3399999999999963,0.4199999999999981,SOFT,96.401375,4.088488095238091,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1473.145875265584,1459.0152673407551,1513.9254478500036,-40.77957258441961,Abu Dhabi Grand Prix,Balanced,mechanical,0,1,1,12.8,0.8,0.0,12.8,1.6886228340899412,2.4,0.1,11.0
BOT,Kick Sauber,9.0,18.0,Retired,0.0,30.0,9.0,83.204,0.6089999999999947,0.7373327683273742,1,0.1940000000000026,0.1839999999999975,0.2889999999999979,SOFT,92.331,1.585619047619049,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1497.3050106065396,1486.4357807424722,1397.607735244029,99.69727536251048,Abu Dhabi Grand Prix,Balanced,mechanical,0,1,1,14.6,0.0,0.0,15.2,2.382510732677457,0.8,0.0,16.1
COL,Williams,20.0,19.0,Retired,0.0,26.0,19.0,83.912,1.3170000000000073,1.5945275137720287,0,0.2510000000000012,0.421999999999997,0.7019999999999982,SOFT,105.355,2.150699999999987,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,-1.0,0,2024,24,2022_2025,1559.1112923252676,1547.361991904363,1653.6825012776378,-94.57120895237017,Abu Dhabi Grand Prix,Balanced,mechanical,0,1,1,14.4,0.2,0.0,16.8,3.5121531975379154,0.2,0.5,15.0
PER,Red Bull Racing,10.0,20.0,Retired,0.0,0.0,10.0,83.264,0.6689999999999969,0.8099763908226852,1,0.1240000000000023,0.2269999999999967,0.3759999999999976,SOFT,94.2285,2.1728303030303024,26.76824324324324,31.80540540540541,51.44594594594594,1.9006756756756755,0,0,0.0,0,2024,24,2022_2025,1410.3719314902764,1408.1060901447179,1857.5823943472515,-447.210462856975,Abu Dhabi Grand Prix,Balanced,mechanical,0,1,1,12.4,1.4,0.0,13.2,2.351760047214129,18.2,0.1,8.8
NOR,McLaren,1.0,1.0,Finished,25.0,57.0,1.0,75.096,0.0,0.0,1,0.0,0.0820000000000007,0.0,SOFT,81.9208888888889,-0.1111833333333391,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,1,2025,1,2022_2025,1668.735175908898,1677.3111202070831,1494.183119685221,174.55205622367703,Australian Grand Prix,Street,none,0,0,0,5.0,12.4,0.0,2.8,0.2960764401601672,18.4,0.0,5.3
VER,Red Bull Racing,3.0,2.0,Finished,18.0,57.0,3.0,75.481,0.3849999999999909,0.5126771066368261,1,0.1050000000000004,0.0,0.3620000000000019,SOFT,82.22342857142857,-0.111392857142856,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,1,2025,1,2022_2025,1859.84823569281,1862.7446705889386,1459.0152673407551,400.8329683520549,Australian Grand Prix,Street,none,0,0,0,3.8,15.4,0.0,5.0,1.2960215813674851,15.6,0.2,9.1
RUS,Mercedes,4.0,3.0,Finished,15.0,57.0,4.0,75.546,0.4500000000000028,0.5992329817833211,1,0.2020000000000017,0.0360000000000013,0.294000000000004,SOFT,84.72121428571428,0.1757692307692266,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,1,2025,1,2022_2025,1681.758679522021,1690.0767186708454,1500.0,181.7586795220211,Australian Grand Prix,Street,none,0,0,0,3.8,13.8,0.0,3.4,0.2931490633353036,22.4,0.0,7.3
ANT,Mercedes,16.0,4.0,Finished,12.0,57.0,16.0,76.525,1.429000000000002,1.902897624374137,0,0.4820000000000028,0.2510000000000012,0.7779999999999987,SOFT,82.31845454545454,-0.1294,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1500.0,1491.6819608511757,1681.758679522021,-181.7586795220211,Australian Grand Prix,Street,none,0,0,0,12.0,2.0,0.05,12.0,3.0,22.4,0.0,7.3
ALB,Williams,6.0,5.0,Finished,10.0,57.0,6.0,75.737,0.6409999999999911,0.8535740918291136,1,0.2540000000000013,0.0630000000000023,0.4059999999999988,SOFT,98.885,-0.3338857142857145,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1665.4318016985424,1675.3864855143604,1527.3162570214586,138.1155446770838,Australian Grand Prix,Street,none,0,0,0,16.4,0.0,0.0,13.2,1.8140513213268654,0.0,0.6,15.2
STR,Aston Martin,13.0,6.0,Finished,8.0,57.0,13.0,76.483,1.3870000000000005,1.846969212741025,0,0.5130000000000017,0.2360000000000006,0.6060000000000016,SOFT,83.14558333333333,-0.0484020979020916,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1339.7310000921327,1355.6534648088143,1577.936130021126,-238.2051299289933,Australian Grand Prix,Street,none,0,0,0,15.4,0.0,0.0,14.4,2.1613381977792594,1.6,0.3,12.7
HUL,Kick Sauber,17.0,7.0,Finished,6.0,57.0,17.0,76.579,1.48299999999999,1.974805582188119,0,0.6950000000000003,0.2860000000000013,0.5840000000000032,SOFT,88.39272727272727,2.223300000000002,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1506.2987007290703,1512.408666614974,1500.0,6.298700729070333,Australian Grand Prix,Street,none,0,0,0,12.2,2.0,0.2,12.0,3.0546654799064283,0.8,0.1,14.9
LEC,Ferrari,7.0,8.0,Finished,4.0,57.0,7.0,75.755,0.6589999999999918,0.8775434111004472,1,0.2330000000000005,0.1099999999999994,0.3980000000000032,SOFT,82.83284615384615,0.0976758241758219,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1603.0503092230592,1617.8450702289304,1576.829206937767,26.221102285292318,Australian Grand Prix,Street,none,0,0,0,3.4,14.2,0.0,6.6,0.8368613257694146,27.4,0.1,6.0
PIA,McLaren,2.0,9.0,Finished,2.0,57.0,2.0,75.18,0.0840000000000031,0.1118568232662234,1,0.1210000000000022,0.0370000000000025,0.0080000000000026,SOFT,82.17399999999999,-0.051583333333336,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1494.183119685221,1485.607175387036,1668.735175908898,-174.55205622367703,Australian Grand Prix,Street,none,0,0,0,7.2,6.0,0.0,7.8,1.0255273224517638,18.4,0.0,5.3
HAM,Ferrari,8.0,10.0,Finished,1.0,57.0,8.0,75.973,0.8769999999999953,1.167838500053259,1,0.189,0.3079999999999998,0.4080000000000012,SOFT,82.22833333333334,-0.1436363636363641,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1576.829206937767,1562.0344459318958,1603.0503092230592,-26.221102285292318,Australian Grand Prix,Street,none,0,0,0,6.4,8.6,0.0,11.2,5.899543827573399,27.4,0.1,6.0
GAS,Alpine,9.0,11.0,Finished,0.0,57.0,9.0,75.98,0.8840000000000003,1.177159901992117,1,0.3320000000000007,0.1720000000000006,0.4620000000000033,SOFT,83.72319999999999,0.0032363636363666,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1541.916283534526,1555.3295304216945,1485.2484387831328,56.667844751393204,Australian Grand Prix,Street,none,0,0,0,9.0,6.4,0.0,8.6,2.1362311112412686,10.0,0.2,11.7
TSU,Racing Bulls,5.0,12.0,Finished,0.0,57.0,5.0,75.67,0.5739999999999981,0.7643549589858288,1,0.2290000000000027,0.0899999999999998,0.3370000000000033,SOFT,82.58046666666665,0.0114678571428592,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1528.0560557748324,1542.766827731768,1500.0,28.05605577483243,Australian Grand Prix,Street,none,0,0,0,12.2,1.6,0.0,9.2,1.1464323721021865,4.0,0.1,12.0
OCO,Haas F1 Team,19.0,13.0,Finished,0.0,57.0,19.0,77.147,2.051000000000002,2.731170768083522,0,0.7250000000000014,0.2910000000000003,1.1170000000000044,SOFT,88.87018181818183,2.70277272727273,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1513.3141375410717,1529.8148484305293,1524.1904878381438,-10.876350297072122,Australian Grand Prix,Street,none,0,0,0,14.0,3.6,0.0,13.4,1.712977775690058,3.6,0.1,12.1
BEA,Haas F1 Team,20.0,14.0,Finished,0.0,57.0,20.0,,,,0,,,,,,,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1524.1904878381438,1507.6897769486861,1513.3141375410717,10.876350297072122,Australian Grand Prix,Street,none,0,0,0,9.666666666666666,2.3333333333333335,0.0,13.0,4.099905717589629,3.6,0.1,12.1
LAW,Red Bull Racing,18.0,15.0,Retired,0.0,46.0,18.0,77.094,1.9979999999999905,2.660594439117916,0,0.8580000000000005,0.4469999999999992,0.7749999999999986,SOFT,83.40027272727274,-0.0765727272727279,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1459.0152673407551,1456.1188324446266,1859.84823569281,-400.8329683520549,Australian Grand Prix,Street,mechanical,0,1,1,14.4,0.4,0.0,12.2,1.682420510114267,15.6,0.2,9.1
BOR,Kick Sauber,15.0,16.0,Retired,0.0,45.0,15.0,77.52,2.4239999999999924,3.227868328539459,0,0.5340000000000025,0.3049999999999997,0.6630000000000038,SOFT,83.99377777777778,-0.2836000000000005,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1500.0,1493.8900341140964,1506.2987007290703,-6.298700729070333,Australian Grand Prix,Street,mechanical,0,1,1,12.0,2.0,0.05,12.0,3.0,0.8,0.1,14.9
ALO,Aston Martin,12.0,17.0,Retired,0.0,32.0,12.0,76.453,1.356999999999999,1.807020347288803,0,0.3390000000000022,0.1920000000000001,0.7430000000000021,SOFT,87.17369230769233,1.7867252747252782,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1577.936130021126,1562.0136653044444,1339.7310000921327,238.2051299289933,Australian Grand Prix,Street,mechanical,0,1,1,11.8,1.6,0.0,11.0,2.4116870416158807,1.6,0.3,12.7
SAI,Williams,10.0,18.0,Retired,0.0,0.0,10.0,76.062,0.965999999999994,1.2863534675615131,1,0.3079999999999998,0.1630000000000002,0.446000000000005,SOFT,83.208,-0.083327272727272,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1527.3162570214586,1517.3615732056405,1665.4318016985424,-138.1155446770838,Australian Grand Prix,Street,mechanical,0,1,1,5.6,13.2,0.0,5.4,1.6450949414052516,0.0,0.6,15.2
DOO,Alpine,14.0,19.0,Retired,0.0,0.0,14.0,76.863,1.766999999999996,2.352988175135821,0,0.4200000000000017,0.2349999999999994,0.6460000000000008,SOFT,82.72591666666666,0.0514160839160834,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1485.2484387831328,1471.8351918959643,1541.916283534526,-56.667844751393204,Australian Grand Prix,Street,mechanical,0,1,1,15.0,0.0,0.0,20.0,1.8281978327986017,10.0,0.2,11.7
HAD,Racing Bulls,11.0,20.0,Retired,0.0,0.0,11.0,76.175,1.0789999999999935,1.4368275274315456,0,0.3840000000000003,0.2330000000000005,0.544000000000004,SOFT,83.1231111111111,-0.1818500000000046,15.707865168539326,18.942134831460677,78.42134831460675,3.475280898876404,1,0,0.0,0,2025,1,2022_2025,1500.0,1485.2892280430644,1528.0560557748324,-28.05605577483243,Australian Grand Prix,Street,mechanical,0,1,1,12.0,2.0,0.05,12.0,3.0,4.0,0.1,12.0
PIA,McLaren,1.0,1.0,Finished,25.0,56.0,1.0,90.641,0.0,0.0,1,0.0509999999999983,0.0519999999999996,0.0,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,1,2025,2,2022_2025,1485.607175387036,1509.6366849508845,1677.3111202070831,-191.70394482004713,Chinese Grand Prix,Balanced,none,0,0,0,7.4,5.6,0.0,4.8,0.6131160784093573,19.4,0.0,3.6
NOR,McLaren,3.0,2.0,Finished,18.0,56.0,3.0,90.793,0.152000000000001,0.1676945311724286,1,0.0090000000000003,0.0820000000000007,0.1580000000000012,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,1,2025,2,2022_2025,1677.3111202070831,1653.2816106432347,1485.607175387036,191.70394482004713,Chinese Grand Prix,Balanced,none,0,0,0,4.8,13.8,0.0,2.4,0.21338610755541984,19.4,0.0,3.6
RUS,Mercedes,2.0,3.0,Finished,15.0,56.0,2.0,90.723,0.0819999999999936,0.0904667865535393,1,0.1230000000000011,0.0459999999999993,0.0159999999999982,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,1,2025,2,2022_2025,1690.0767186708454,1697.8189204344912,1491.6819608511757,198.39475781966962,Chinese Grand Prix,Balanced,none,0,0,0,3.4,14.8,0.0,3.2,0.3050242062908679,23.4,0.0,8.2
VER,Red Bull Racing,4.0,4.0,Finished,12.0,56.0,4.0,90.817,0.1759999999999877,0.1941726150417445,1,0.0,0.1379999999999981,0.1409999999999982,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1862.7446705889386,1865.55445327979,1456.1188324446266,406.62583814431196,Chinese Grand Prix,Balanced,none,0,0,0,3.0,17.4,0.0,5.2,1.3393043758283905,17.6,0.3,9.2
OCO,Haas F1 Team,11.0,5.0,Finished,10.0,56.0,11.0,91.625,0.9839999999999948,1.0856014386425508,0,0.3009999999999984,0.314,0.4720000000000013,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1529.8148484305293,1544.7973263087663,1507.6897769486861,22.12507148184318,Chinese Grand Prix,Balanced,none,0,0,0,13.0,3.6,0.0,14.6,1.984761588139212,2.0,0.1,14.3
ANT,Mercedes,8.0,6.0,Finished,8.0,56.0,8.0,91.103,0.4619999999999891,0.509703114484603,1,0.2309999999999981,0.1259999999999976,0.2079999999999984,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1491.6819608511757,1483.9397590875299,1690.0767186708454,-198.39475781966962,Chinese Grand Prix,Balanced,none,0,0,0,4.0,12.0,0.0,16.0,1.902897624374137,23.4,0.0,8.2
ALB,Williams,10.0,7.0,Finished,6.0,56.0,10.0,91.706,1.0649999999999975,1.1749649717015451,1,0.291999999999998,0.3019999999999996,0.3710000000000022,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1675.3864855143604,1684.5726772597245,1517.3615732056405,158.02491230871988,Chinese Grand Prix,Balanced,none,0,0,0,13.6,2.0,0.0,12.6,1.6900830754101714,2.0,0.6,14.3
BEA,Haas F1 Team,17.0,8.0,Finished,4.0,56.0,17.0,92.018,1.3769999999999951,1.5191800620028413,0,0.4819999999999993,0.4239999999999995,0.5739999999999981,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1507.6897769486861,1492.7072990704492,1529.8148484305293,-22.12507148184318,Chinese Grand Prix,Balanced,none,0,0,0,10.75,1.75,0.0,14.75,4.099905717589629,2.0,0.1,14.3
STR,Aston Martin,14.0,9.0,Finished,2.0,56.0,14.0,91.773,1.1319999999999908,1.2488829558367525,0,0.3219999999999992,0.2159999999999975,0.6970000000000027,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1355.6534648088143,1370.5771809886153,1562.0136653044444,-206.36020049563012,Chinese Grand Prix,Balanced,none,0,0,0,14.4,1.6,0.0,14.2,2.1757429691453094,3.2,0.3,12.5
SAI,Williams,15.0,10.0,Finished,1.0,56.0,15.0,91.84,1.198999999999998,1.3228009399719751,0,0.3440000000000012,0.3049999999999997,0.4410000000000025,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1517.3615732056405,1508.1753814602764,1675.3864855143604,-158.02491230871988,Chinese Grand Prix,Balanced,none,0,0,0,9.0,8.2,0.0,7.2,1.9023656349175542,2.0,0.6,14.3
HAD,Racing Bulls,7.0,11.0,Finished,0.0,56.0,7.0,91.079,0.4379999999999882,0.4832250306152714,1,0.2149999999999998,0.0380000000000002,0.2880000000000038,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1485.2892280430644,1503.9122833081333,1542.766827731768,-57.47759968870355,Chinese Grand Prix,Balanced,none,0,0,0,20.0,0.0,0.0,11.0,1.4368275274315456,0.0,0.5,8.0
LAW,Red Bull Racing,20.0,12.0,Finished,0.0,56.0,20.0,92.174,1.5330000000000013,1.691287607153497,0,0.5769999999999982,0.4469999999999992,0.6120000000000019,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1456.1188324446266,1453.309049753775,1862.7446705889386,-406.62583814431196,Chinese Grand Prix,Balanced,none,0,0,0,14.2,0.4,0.0,13.4,1.8943118678506807,17.6,0.3,9.2
DOO,Alpine,18.0,13.0,Finished,0.0,56.0,18.0,92.092,1.4509999999999934,1.600820820599942,0,0.4619999999999997,0.4800000000000004,0.6120000000000019,SOFT,,,27.21558441558442,35.81688311688312,18.233766233766232,2.188311688311688,0,1,0.0,0,2025,2,2022_2025,1471.8351918959643,1482.007899499543,1555.3295304216945,-83.4943385257302,Chinese Grand Prix,Balanced,none,0,0,0,17.0,0.0,0.0,17.0,2.090593003967211,9.8,0.3,11.3
